#N Traces
481
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
0; 0; 2; 6.0654762549414834e-02; 1.0345903503281988e+00; 2.2650869811942531e-01; 5.4654852181428459e-01; 6.9052767800517756e-01; -9.0930588885243413e-02; 
1; 0; 6; 3.6781326790671803e-01; 6.8171494252089015e-01; -1.9404528350684166e-02; 5.2367529081676190e-01; 1.0735186819128368e+00; 4.6597960550042616e-02; 
2; 0; 8; 2.8248513440244244e-01; 5.2491838870804408e-01; -3.6254440306971863e-02; 4.1782091083768885e-01; 5.3004240780159462e-01; -9.0930588885243413e-02; 
3; 0; 11; 7.1815569848489857e-02; 5.8224085486615862e-01; 7.0680125497282933e-02; 1.6097959353991509e-01; 2.3056856008856844e-01; -8.4002032784752989e-02; 
4; 0; 22; -2.0916890436406685e-01; 3.6573223147044071e-01; 1.1539565664922151e-01; -1.1231544745610712e-01; 7.6534186588019071e-01; 2.0859327620463811e-01; 
5; 0; 38; 3.6821996623174570e-02; 1.7031812661146986e-01; -5.2406984008583402e-02; 1.5149291593877606e-01; 6.2582168352711687e-01; 5.2046997701574282e-02; 
6; 0; 39; 2.0351122525888593e-01; 1.0030330066471429e+00; 1.5643983507302264e-01; 3.2995350022406933e-01; 4.5531427352811715e-01; -7.9294657144429639e-02; 
7; 1; 3; -9.6835390357932760e-04; 8.3153831646382070e-01; 8.4919171765252843e-01; 4.5279596528032029e-01; 3.3617419485943989e-01; 6.7759570734018326e-01; 
8; 1; 4; 3.8631052466342075e-01; 6.1379397738286634e-01; 7.8067274338015513e-01; 4.5566810363402327e-01; 3.8173449625880257e-01; 6.9501869969472840e-01; 
9; 1; 5; 2.2475099375301241e-01; 1.1681157113780474e+00; 9.8542638993839837e-01; 6.2282847980780542e-01; 3.7003769166801487e-01; 6.9672134289185728e-01; 
10; 1; 7; -3.8296863823644189e-01; 6.5265985121711112e-01; 7.6714958980140202e-01; -1.4754722965866446e-01; 3.9427008050338946e-01; 6.7759570734018326e-01; 
11; 1; 9; 2.4737078092931314e-01; 3.5605342080728514e-01; 6.7759570734018326e-01; 3.8178907118053834e-01; 6.6944388434470636e-01; 8.0165881330821986e-01; 
12; 1; 10; 5.0961083307961719e-01; 7.0973632576159151e-01; 8.2167545877765980e-01; 5.8365501952545962e-01; 3.2351081711985602e-01; 6.7759570734018326e-01; 
13; 1; 11; -7.3415462871097459e-02; 3.9733272557026406e-01; 6.8148655805889724e-01; -7.0958593573146433e-02; 3.8685851211857164e-01; 6.7759570734018326e-01; 
14; 1; 14; 6.9745247592223758e-01; 3.1249850937799606e-01; 6.7759570734018326e-01; 8.3212151409630175e-01; 3.8387255475346482e-01; 7.0967824647672995e-01; 
15; 1; 17; 3.8808960525450220e-01; 9.2832248409340090e-01; 9.0028962219507536e-01; 8.6970752876353474e-01; 7.7227369332359630e-01; 8.5869098062460802e-01; 
16; 1; 18; 3.7726019182148796e-01; 4.5490379412566878e-01; 7.1994611849282852e-01; 8.2906501404763244e-01; 3.5228771902525102e-01; 6.9756050978110784e-01; 
17; 1; 19; 6.4053352900710436e-01; 1.1278799681823106e+00; 9.8542638993839837e-01; 8.7632886245431751e-01; 8.4069631187258409e-01; 8.8494178283666436e-01; 
18; 1; 21; 7.5849221411552625e-01; 4.0957655255191672e-01; 7.1674000133760329e-01; 8.2501555948069172e-01; 3.1044202779374663e-01; 6.8150612619801643e-01; 
19; 1; 25; -2.7729411385841429e-01; 7.8273481981414883e-01; 8.2047770297365208e-01; -3.6786817254727155e-02; 9.5217799737434972e-01; 8.9372904543905873e-01; 
20; 1; 26; -6.2718862134326342e-02; 6.8592664831997141e-01; 7.9157377941339757e-01; 5.5938689219126114e-01; 6.6480779006532276e-01; 8.0642912824446267e-01; 
21; 1; 27; 8.0147900848814002e-01; 3.3102859003747886e-01; 6.8846529129663991e-01; 8.2499036364008371e-01; 3.1018166251517182e-01; 6.8140623529094946e-01; 
22; 1; 28; 5.6957841550485566e-01; 3.2487302591031175e-01; 6.7759570734018326e-01; 8.2218691665155486e-01; 4.3329187709551381e-01; 7.2809697927517969e-01; 
23; 1; 29; 6.9578898358420094e-01; 3.1265948740099164e-01; 6.7759570734018326e-01; 8.2896926429644580e-01; 3.5129827354378695e-01; 6.9718090230357566e-01; 
24; 1; 30; 7.4317919471503169e-01; 7.5882469990203005e-01; 8.4892503301492628e-01; 8.8334043657939754e-01; 9.1315154282645605e-01; 9.1273972418024485e-01; 
25; 1; 34; -1.4797090185180958e-01; 3.9431107973764579e-01; 6.7759570734018326e-01; 1.9772505182585109e-01; 1.1707310421502735e+00; 9.8542638993839848e-01; 
26; 1; 35; -3.5206503003725853e-02; 3.8339874213572994e-01; 6.7759570734018326e-01; 7.9281883252977570e-01; 6.6058617176359413e-01; 8.1341069975408498e-01; 
27; 1; 36; 6.5981327273671042e-01; 3.1614089736944817e-01; 6.7759570734018326e-01; 7.7108422904993268e-01; 4.0159554998409430e-01; 7.1416960880056657e-01; 
28; 1; 40; 7.1794693722448444e-01; 1.1203885856714080e+00; 9.8542638993839837e-01; 8.4759839871950249e-01; 5.4380543570373685e-01; 7.7103758223532970e-01; 
29; 1; 42; 2.0813666298046501e-01; 3.5985015049275976e-01; 6.7759570734018326e-01; 8.6684385759643279e-01; 9.6988203256510230e-01; 9.3369604633362657e-01; 
30; 1; 43; 6.7003460018143002e-02; 7.0757113793562909e-01; 8.0457229578388445e-01; 8.6738234289919469e-01; 7.4824601055136131e-01; 8.4947259697540023e-01; 
31; 1; 44; 3.8369156713745134e-01; 3.4286150512771085e-01; 6.7759570734018326e-01; 7.9465504659190467e-01; 8.3721762985273807e-01; 8.8061538259264260e-01; 
32; 1; 45; 1.0061783356846243e-01; 1.1801282167907832e+00; 9.8542638993839837e-01; 3.6013511649330687e-01; 3.4754451505014561e-01; 6.7850924299571469e-01; 
33; 1; 46; 7.1068703866665361e-01; 3.1121778586812859e-01; 6.7759570734018326e-01; 7.4354386912080228e-01; 4.3603949445264556e-01; 7.2624865775325165e-01; 
34; 1; 47; 6.0941598883678427e-01; 3.2101789916924922e-01; 6.7759570734018326e-01; 8.4160536768583116e-01; 4.8187548389660018e-01; 7.4727773570552503e-01; 
35; 1; 49; -1.5414247797156530e-01; 5.9389730873264657e-01; 7.5323089079878858e-01; 2.0181360991184935e-02; 8.5657565059000307e-01; 8.5948627925244647e-01; 
36; 2; 6; 9.1175838116803715e-02; 8.6433129057765123e-01; -1.9404528350684166e-02; 7.6742058575228089e-01; 7.0093704895291475e-01; 1.8355588779262286e-02; 
37; 2; 14; 6.1396519400573679e-01; 8.4509236854807557e-01; 1.7256629937814255e-01; 7.6343113989132860e-01; 8.6160258091136410e-01; 2.6091155030355939e-01; 
38; 2; 20; 2.3647386637025869e-02; 1.0014082338993229e+00; 1.6040553214636352e-01; 3.8288654178433640e-01; 7.2782466517578581e-01; -1.0348505767099270e-01; 
39; 2; 39; -4.8894081468948650e-02; 1.0172996151398503e+00; 1.5386778298294990e-01; 3.8997121064151913e-01; 8.5981481705771978e-01; 1.0016453088686038e-01; 
40; 2; 46; 6.5519496031184099e-01; 7.6574584981653693e-01; 6.9389889643447777e-02; 7.5786323948337131e-01; 9.4618011957728310e-01; 3.8713045670184321e-01; 
41; 3; 7; -7.9471294926021729e-02; 7.4924754696803531e-01; 4.1755437961536229e-01; 3.3484651294720266e-02; 6.2574926615842430e-01; 3.7432569487161765e-01; 
42; 3; 9; 2.6596990992874747e-01; 4.3550608300484228e-01; 4.6094089157458656e-01; 3.4486165943068464e-01; 5.5017472040306958e-01; 9.8251063138572503e-01; 
43; 3; 10; 4.6256239646967989e-01; 4.2515064878956554e-01; 9.4752197896478507e-01; 6.3246421982423973e-01; 1.2877995748639945e-01; 5.7874580128221564e-01; 
