# FractureId; NumTraces
0; 113
# TraceId; Tips; Lenght
67; false; 1.1129192945332960e+00
50; false; 8.0634963141206639e-01
29; false; 7.6453158276338284e-01
2; false; 7.5225517658242136e-01
18; false; 7.4040238197284003e-01
90; false; 7.3654450582128517e-01
12; false; 7.3493089008155299e-01
14; false; 5.4775222733060647e-01
4; false; 4.6702629956687713e-01
61; false; 4.4491066788961819e-01
22; false; 4.4053940567650801e-01
63; false; 4.3415190555811289e-01
94; false; 3.8210752759614558e-01
43; false; 3.4696865694708545e-01
95; false; 2.7637831966820525e-01
9; false; 2.7396765685449065e-01
93; false; 2.3505107921679497e-01
44; false; 2.1895339292832161e-01
80; false; 1.7623066025342149e-01
3; false; 9.5786178805003105e-02
52; false; 1.4808689885062278e-05
16; true; 1.1737748298668556e+00
53; true; 1.1159766301137233e+00
30; true; 1.0893653525883735e+00
81; true; 1.0698983506238937e+00
51; true; 1.0664012267359932e+00
56; true; 8.6772089921670592e-01
5; true; 7.9298622112138928e-01
78; true; 7.8516554242760783e-01
19; true; 7.5371325015753832e-01
39; true; 7.5073285151483771e-01
88; true; 7.4671148283306943e-01
100; true; 7.2847161030374763e-01
62; true; 7.2837736939575304e-01
48; true; 7.2625942479642525e-01
15; true; 7.1485637804446434e-01
99; true; 7.0085477033736776e-01
98; true; 6.9315942968769184e-01
54; true; 6.6607382248204661e-01
36; true; 6.6059464287754077e-01
0; true; 6.5583555096543511e-01
96; true; 6.3948971241479735e-01
28; true; 6.2886958443855512e-01
70; true; 6.2111599869644829e-01
105; true; 6.1889571069006533e-01
31; true; 6.1850191537115973e-01
85; true; 6.1481589982170359e-01
6; true; 6.1265712522911930e-01
87; true; 6.0654311663326377e-01
71; true; 5.8654174102083367e-01
21; true; 5.8637558283745828e-01
34; true; 5.8409648102294609e-01
101; true; 5.8240657104941174e-01
74; true; 5.8001487610812152e-01
110; true; 5.4803257080282497e-01
46; true; 5.4748319317886573e-01
40; true; 5.2750958421798633e-01
58; true; 5.2534523916642772e-01
64; true; 5.2115677659595605e-01
68; true; 5.2115009061376805e-01
66; true; 5.2012055688731573e-01
45; true; 5.1452470999722411e-01
108; true; 4.9736256153109615e-01
37; true; 4.8795402585504521e-01
7; true; 4.7031706991420275e-01
59; true; 4.4458618237598813e-01
23; true; 4.4025492152286611e-01
102; true; 4.3630208785225383e-01
111; true; 4.3164593182822364e-01
13; true; 4.3135252730008794e-01
38; true; 4.3107415689891093e-01
76; true; 4.1800555779804371e-01
83; true; 4.1509570119349254e-01
8; true; 4.1148391845808208e-01
25; true; 4.0203555917989903e-01
82; true; 3.8492851526239791e-01
106; true; 3.8338696838409397e-01
11; true; 3.7664571052867390e-01
97; true; 3.7488649826279830e-01
27; true; 3.6986339736091978e-01
42; true; 3.6116490353446212e-01
33; true; 3.5053761049990517e-01
103; true; 3.4710732806097083e-01
86; true; 3.4294539967418181e-01
104; true; 3.4045107412141151e-01
75; true; 3.2114363599468843e-01
79; true; 3.1171369323265397e-01
84; true; 2.9479338757500501e-01
69; true; 2.7562843423941158e-01
32; true; 2.6462845507924199e-01
47; true; 2.6042535599010458e-01
55; true; 2.5823740590273336e-01
109; true; 2.5763383605361390e-01
26; true; 2.5021635734361414e-01
91; true; 2.4982488236357858e-01
41; true; 2.4179643398560591e-01
65; true; 2.3527177804674992e-01
49; true; 2.0696436699973619e-01
10; true; 1.9350010847403784e-01
24; true; 1.8281591411641984e-01
77; true; 1.8028649290330612e-01
1; true; 1.7923457329795656e-01
112; true; 1.6660416425126798e-01
57; true; 1.5879143439932716e-01
72; true; 1.3421580813045553e-01
35; true; 1.3345118204797446e-01
17; true; 1.1327551355803232e-01
20; true; 9.9596393639697703e-02
92; true; 7.7914503723165454e-02
60; true; 6.5378311033676126e-02
107; true; 2.1666099818173409e-02
73; true; 1.6433124820834050e-02
89; true; 1.0938152815213521e-02
# FractureId; NumTraces
1; 93
# TraceId; Tips; Lenght
163; false; 7.2296071071920764e-01
182; false; 6.9062406905994000e-01
134; false; 2.1656226757294919e-01
197; false; 1.2333868688635151e-01
125; true; 1.4191526304972923e+00
158; true; 1.3131270394307677e+00
176; true; 1.2805108048354343e+00
178; true; 1.2196218854387717e+00
150; true; 1.1817039631278776e+00
180; true; 1.1699395358269775e+00
117; true; 1.0834608041328426e+00
145; true; 1.0521073256948923e+00
136; true; 1.0328059340852551e+00
149; true; 1.0272281451091860e+00
157; true; 1.0238519391210830e+00
138; true; 1.0149089096304318e+00
170; true; 1.0023628990661242e+00
115; true; 9.8967480322362800e-01
151; true; 9.5469727530444981e-01
128; true; 9.0595120776100857e-01
127; true; 9.0476800464899942e-01
196; true; 8.9544299236705127e-01
185; true; 8.6843983038869388e-01
126; true; 8.1786227801855327e-01
159; true; 8.1770897109152818e-01
116; true; 7.9235959921702703e-01
181; true; 7.8951598968818160e-01
200; true; 7.8818040715355264e-01
183; true; 7.6915197588761286e-01
147; true; 7.5130754320252202e-01
171; true; 7.3787940414696340e-01
203; true; 7.2887260685613331e-01
139; true; 7.2210453977177158e-01
124; true; 7.1561267798328865e-01
113; true; 7.0834150443094801e-01
132; true; 7.0709705843697102e-01
177; true; 6.7803165171353219e-01
204; true; 6.7538901933441453e-01
0; true; 6.5583555096543511e-01
201; true; 6.4839517486336695e-01
160; true; 6.4201284597869235e-01
146; true; 6.4118389313875968e-01
121; true; 6.3329747823003257e-01
143; true; 6.2883807425354898e-01
190; true; 6.2785364906676011e-01
192; true; 6.2480712234865587e-01
122; true; 6.1897050683342103e-01
168; true; 6.1121064246158530e-01
187; true; 6.0183835539246378e-01
186; true; 5.9553274582356941e-01
162; true; 5.9083293131750314e-01
175; true; 5.7323013899504205e-01
120; true; 5.7291049214683687e-01
188; true; 5.7014701796835210e-01
144; true; 5.4368336547355955e-01
167; true; 5.1861532321703696e-01
153; true; 4.9519263217526788e-01
172; true; 4.8710869810538665e-01
130; true; 4.8336602507558668e-01
195; true; 4.5281556800202843e-01
156; true; 4.3540292125905411e-01
142; true; 4.2016540238904554e-01
154; true; 4.1833661388415000e-01
123; true; 4.1159607063205467e-01
119; true; 4.0222112165741980e-01
184; true; 3.9373343715829134e-01
131; true; 3.8304740135068499e-01
179; true; 3.7257110359412088e-01
164; true; 3.2258555509792791e-01
166; true; 3.0177888149708815e-01
137; true; 2.9553377852364660e-01
202; true; 2.8577236580410731e-01
135; true; 2.7978751042682887e-01
173; true; 2.7931738712559101e-01
141; true; 2.7221911428758938e-01
174; true; 2.6761799655177981e-01
148; true; 2.6333520567623819e-01
118; true; 2.4926543215230698e-01
161; true; 2.4866281776757290e-01
152; true; 2.3228054547282748e-01
198; true; 2.2660883643460153e-01
169; true; 2.2501803990841834e-01
194; true; 1.7934762325931092e-01
193; true; 1.7598631797626332e-01
129; true; 1.6544978158690529e-01
114; true; 1.3559431734942987e-01
140; true; 1.2196387142146711e-01
155; true; 1.1029498263843959e-01
165; true; 7.6435133956487739e-02
133; true; 4.9104802578862149e-02
191; true; 4.1317942756580898e-02
189; true; 2.7138712605173348e-02
199; true; 9.1591070893161861e-03
# FractureId; NumTraces
2; 129
# TraceId; Tips; Lenght
299; false; 1.3390345486219217e+00
275; false; 9.4220438029916331e-01
310; false; 6.9811656552387780e-01
255; false; 6.2997678892327613e-01
233; false; 4.8719600027418547e-01
210; false; 4.6507552560716581e-01
294; false; 4.4121646443908574e-01
292; false; 3.2281203858564461e-01
252; false; 2.7972544189001985e-01
326; false; 1.7627245855937448e-01
244; false; 1.0246212373323085e-01
219; false; 9.5327636378490066e-02
302; false; 9.4863278487964206e-02
226; false; 3.7913364337225586e-02
325; true; 1.2413674607989769e+00
271; true; 1.2092825131761049e+00
234; true; 1.1935183594819212e+00
238; true; 1.1407952027012436e+00
282; true; 1.0966728532493746e+00
296; true; 1.0664198016524142e+00
303; true; 9.1043867653313792e-01
290; true; 8.9545097644723926e-01
223; true; 8.8733534363662203e-01
221; true; 8.7094664539316413e-01
306; true; 8.6607522195864672e-01
267; true; 8.5219703798192104e-01
269; true; 8.4912537354854523e-01
276; true; 8.1766421832732428e-01
309; true; 8.1600383200851645e-01
214; true; 7.8260786218127576e-01
330; true; 7.7776517772376585e-01
313; true; 7.7653996044375362e-01
288; true; 7.7615716921974531e-01
301; true; 7.6349680899479111e-01
283; true; 7.5710736795654532e-01
263; true; 7.3739749058760917e-01
273; true; 7.0666014333934790e-01
297; true; 7.0156769753388160e-01
248; true; 6.9966864204049906e-01
277; true; 6.9121345836501724e-01
